10580                         16,000000
10316                         16,000000
11154                         16,000000
11123                         16,000000
10392                         15,666667
10597                         15,666667
10570                         15,500000
10963                         15,400000
11079                         15,000000
10715                         15,000000
10064                         15,000000
11144                         14,666667
10678                         14,000000
10393                         14,000000
11221                         14,000000
11179                         13,666667
10756                         13,666667
11101                         13,000000
11085                         13,000000
11235                         12,666667
11022                         12,666667
10613                         12,000000
10617                         12,000000
11023                         12,000000
10569                         12,000000
10563                         12,000000
11165                         11,666667
10495                         11,000000
11161                         10,666667
10740                         10,000000
10969                         10,000000
10059                         10,000000
10046                         10,000000
10623                         9,666667
10484                         9,000000
10609                         8,000000
11065                         8,000000
10394                         8,000000
10974                         8,000000
10714                         8,000000
10147                         8,000000
11176                         8,000000
10901                         8,000000
10677                         7,000000
10446                         7,000000
11015                         7,000000
10967                         7,000000
11142                         7,000000
10146                         6,833333
10574                         6,666667
10936                         6,666667
10682                         6,000000
11068                         6,000000
10160                         6,000000
10528                         6,000000
10523                         6,000000
10989                         6,000000
10741                         6,000000
11222                         6,000000
10135                         6,000000
10593                         6,000000
10107                         6,000000
10080                         6,000000
10085                         6,000000
10706                         6,000000
10912                         6,000000
10932                         5,333333
10028                         5,000000
11041                         5,000000
10396                         5,000000
11223                         5,000000
10556                         4,666667
10882                         4,666667
11135                         4,666667
11118                         4,500000
10860                         4,000000
10010                         4,000000
10013                         4,000000
10826                         4,000000
11083                         4,000000
10775                         4,000000
10766                         4,000000
10385                         4,000000
10384                         4,000000
10053                         4,000000
10266                         3,500000
10679                         3,000000
10543                         3,000000
10769                         3,000000
10529                         3,000000
10918                         3,000000
10562                         2,666667
10420                         2,000000
10638                         2,000000
10861                         2,000000
10267                         2,000000
10003                         2,000000
10459                         2,000000
10675                         2,000000
10689                         2,000000
11008                         2,000000
11246                         2,000000
11004                         2,000000
10816                         2,000000
10760                         2,000000
10737                         2,000000
10988                         2,000000
10718                         2,000000
10950                         2,000000
10145                         2,000000
10337                         2,000000
10798                         2,000000
11160                         2,000000
10057                         2,000000
10034                         2,000000
10374                         1,666667
10320                         1,666667
11117                         1,500000
10419                         1,000000
10818                         1,000000
10595                         1,000000
10088                         1,000000
10065                         1,000000
10645                         0,666667
10711                         0,666667
10899                         0,000000
10657                         0,000000
10417                         0,000000
10658                         0,000000
10651                         0,000000
10653                         0,000000
10895                         0,000000
10652                         0,000000
10655                         0,000000
10896                         0,000000
10426                         0,000000
10667                         0,000000
10425                         0,000000
10669                         0,000000
10429                         0,000000
10660                         0,000000
10422                         0,000000
10663                         0,000000
10666                         0,000000
10877                         0,000000
10635                         0,000000
10879                         0,000000
10870                         0,000000
10646                         0,000000
10404                         0,000000
10403                         0,000000
10887                         0,000000
10889                         0,000000
10402                         0,000000
10885                         0,000000
10854                         0,000000
10619                         0,000000
10851                         0,000000
10850                         0,000000
10865                         0,000000
10864                         0,000000
10621                         0,000000
10835                         0,000000
10834                         0,000000
10839                         0,000000
10838                         0,000000
10830                         0,000000
10845                         0,000000
10608                         0,000000
10841                         0,000000
10491                         0,000000
10490                         0,000000
10019                         0,000000
11109                         0,000000
11100                         0,000000
10497                         0,000000
10496                         0,000000
11104                         0,000000
10014                         0,000000
11119                         0,000000
10021                         0,000000
10023                         0,000000
10268                         0,000000
10026                         0,000000
10025                         0,000000
10470                         0,000000
10473                         0,000000
10475                         0,000000
10234                         0,000000
10479                         0,000000
10001                         0,000000
10004                         0,000000
10006                         0,000000
10217                         0,000000
10458                         0,000000
10451                         0,000000
10693                         0,000000
10450                         0,000000
10455                         0,000000
10212                         0,000000
10699                         0,000000
10214                         0,000000
10225                         0,000000
10467                         0,000000
10439                         0,000000
10671                         0,000000
10670                         0,000000
10430                         0,000000
10433                         0,000000
10447                         0,000000
10440                         0,000000
10441                         0,000000
11061                         0,000000
11060                         0,000000
11062                         0,000000
11064                         0,000000
11074                         0,000000
11073                         0,000000
11076                         0,000000
11077                         0,000000
11043                         0,000000
11042                         0,000000
11054                         0,000000
11059                         0,000000
11020                         0,000000
11025                         0,000000
11032                         0,000000
11035                         0,000000
11038                         0,000000
11009                         0,000000
11245                         0,000000
10397                         0,000000
10399                         0,000000
11006                         0,000000
10161                         0,000000
11252                         0,000000
11010                         0,000000
11013                         0,000000
10809                         0,000000
10817                         0,000000
10819                         0,000000
10801                         0,000000
10803                         0,000000
10805                         0,000000
11084                         0,000000
11092                         0,000000
10539                         0,000000
10530                         0,000000
10772                         0,000000
10548                         0,000000
10780                         0,000000
10544                         0,000000
10514                         0,000000
10758                         0,000000
10515                         0,000000
10999                         0,000000
10518                         0,000000
10991                         0,000000
10510                         0,000000
10751                         0,000000
10525                         0,000000
10767                         0,000000
10526                         0,000000
10761                         0,000000
10763                         0,000000
10520                         0,000000
10764                         0,000000
10733                         0,000000
10736                         0,000000
10735                         0,000000
10979                         0,000000
10970                         0,000000
10503                         0,000000
10505                         0,000000
10747                         0,000000
10504                         0,000000
10746                         0,000000
10749                         0,000000
10508                         0,000000
10501                         0,000000
10500                         0,000000
10709                         0,000000
10712                         0,000000
10953                         0,000000
10716                         0,000000
10957                         0,000000
10959                         0,000000
10717                         0,000000
10952                         0,000000
10719                         0,000000
10965                         0,000000
10723                         0,000000
10722                         0,000000
10725                         0,000000
10966                         0,000000
10962                         0,000000
10372                         0,000000
11229                         0,000000
10134                         0,000000
10133                         0,000000
11225                         0,000000
11226                         0,000000
10381                         0,000000
10382                         0,000000
11232                         0,000000
10143                         0,000000
11231                         0,000000
10144                         0,000000
11233                         0,000000
10389                         0,000000
10591                         0,000000
10118                         0,000000
11209                         0,000000
10119                         0,000000
10110                         0,000000
10594                         0,000000
10351                         0,000000
10112                         0,000000
10596                         0,000000
10354                         0,000000
11201                         0,000000
10353                         0,000000
10356                         0,000000
10598                         0,000000
11203                         0,000000
10113                         0,000000
10358                         0,000000
10360                         0,000000
10362                         0,000000
10120                         0,000000
10122                         0,000000
10127                         0,000000
10126                         0,000000
10332                         0,000000
10331                         0,000000
10334                         0,000000
10575                         0,000000
10336                         0,000000
10348                         0,000000
10106                         0,000000
10109                         0,000000
10108                         0,000000
10100                         0,000000
10105                         0,000000
10589                         0,000000
10588                         0,000000
10346                         0,000000
10557                         0,000000
10792                         0,000000
10550                         0,000000
10796                         0,000000
10795                         0,000000
10314                         0,000000
10797                         0,000000
10321                         0,000000
10565                         0,000000
10091                         0,000000
10092                         0,000000
11189                         0,000000
11192                         0,000000
11197                         0,000000
10071                         0,000000
10073                         0,000000
11163                         0,000000
10074                         0,000000
11168                         0,000000
11167                         0,000000
11170                         0,000000
11173                         0,000000
11177                         0,000000
10087                         0,000000
10089                         0,000000
11178                         0,000000
10291                         0,000000
10290                         0,000000
10292                         0,000000
11141                         0,000000
10054                         0,000000
10062                         0,000000
11151                         0,000000
10061                         0,000000
11153                         0,000000
10068                         0,000000
10031                         0,000000
10033                         0,000000
10274                         0,000000
11124                         0,000000
10037                         0,000000
11125                         0,000000
10039                         0,000000
10038                         0,000000
10040                         0,000000
11131                         0,000000
10041                         0,000000
10044                         0,000000
11133                         0,000000
11134                         0,000000
10047                         0,000000
10289                         0,000000
11138                         0,000000
10928                         0,000000
10933                         0,000000
10939                         0,000000
10943                         0,000000
10701                         0,000000
10700                         0,000000
10942                         0,000000
10944                         0,000000
10707                         0,000000
10940                         0,000000
10915                         0,000000
10923                         0,000000
10903                         0,000000
10905                         0,000000
